9732,729737410517,1012022,2022,1,352.60,7,5022024,31122024,0000000-00.0000.000.0000,9732,0,70474,5,CD,933104379457802,3,197427207,Carlos Fabrício,Joana dos Santos,1970-01-01,43025405561
5209,780720201537,1012022,2022,1,652.41,12,5022024,31122024,0000000-00.0000.000.0000,5209,5555,91739,8,CD,163248778422916,1,219903653,Carlos Fabrício,Joana dos Santos,1970-01-01,32092928769
5371,188464023846,1012022,2022,1,1017.37,11,5022024,31122024,0000000-00.0000.000.0000,5371,9999,30302,3,PP,645755131658619,2,227541798,Cristiano Ronaldo,Maria da Silva,1969-12-31,68094407400
9479,949389091974,1012022,2022,1,227.70,5,5022024,31122024,0000000-00.0000.000.0000,9479,9999,22005,4,PP,227833560811821,2,228120457,Carlos Fabrício,Josefa Pereira,1970-01-01,2412279341
1913,460816275399,1012022,2022,1,309.29,3,5022024,31122024,0000000-00.0000.000.0000,1913,5555,49618,4,CD,785586436973009,2,242302200,Pedro Monteiro,Josefa Pereira,1970-01-01,47574730999
1957,815989075582,1012022,2022,1,1258.41,10,5022024,31122024,0000000-00.0000.000.0000,1957,5555,63322,0,CD,230152007868031,1,244848265,Joana dos Santos,Josefa Pereira,1970-01-01,93920169518
2118,700571824837,1012022,2022,1,847.27,8,5022024,31122024,0000000-00.0000.000.0000,2118,9999,40176,6,CD,395725253311222,2,246712020,Carlos Fabrício,Maria da Silva,1970-01-01,60577045340
1544,172152558670,1012022,2022,1,495.54,8,5022024,31122024,0000000-00.0000.000.0000,1544,9999,21744,4,CC,721223154527434,2,262491223,Victor Czarnobay,Josefa Pereira,1970-01-01,1558232947
7877,763763924248,1012022,2022,1,948.47,2,5022024,31122024,0000000-00.0000.000.0000,7877,5555,50785,4,CC,798032269861645,2,273715471,Maria da Silva,Maria da Silva,1970-01-01,7553202553
2670,396967787655,1012022,2022,1,866.31,7,5022024,31122024,0000000-00.0000.000.0000,2670,9999,49519,2,PP,306277757731581,1,291831044,Cristiano Ronaldo,Maria da Silva,1970-01-01,58349771824
7387,484373525121,1012022,2022,1,502.65,7,5022024,31122024,0000000-00.0000.000.0000,7387,9999,5988,8,CC,101004717349121,3,301614478,Pedro Monteiro,Maria da Silva,1969-12-31,64584565400
7161,885887224501,1012022,2022,1,262.20,2,5022024,31122024,0000000-00.0000.000.0000,7161,0,1153,3,CD,324557268853526,1,306817203,Joana dos Santos,Maria da Silva,1970-01-01,74161805133
1112,218701969701,1012022,2022,1,864.77,8,5022024,31122024,0000000-00.0000.000.0000,1112,9999,37865,6,PP,515740405773239,2,328811751,Maria da Silva,Maria da Silva,1969-12-31,48615581304
2300,634337364725,1012022,2022,1,897.32,7,5022024,31122024,0000000-00.0000.000.0000,2300,5555,98975,3,CC,411770785184506,1,346154017,Carlos Fabrício,Maria da Silva,1970-01-01,42420823651
5538,156893283124,1012022,2022,1,1025.40,11,5022024,31122024,0000000-00.0000.000.0000,5538,5555,38374,2,CD,268837239215774,2,363249814,Victor Czarnobay,Josefa Pereira,1970-01-01,83206510961
747,481738947301,1012022,2022,1,145.64,3,5022024,31122024,0000000-00.0000.000.0000,747,0,68697,3,CD,949596762506348,3,374037990,Josefa Pereira,Josefa Pereira,1970-01-01,12261236978
748,644739442284,1012022,2022,1,828.92,7,5022024,31122024,0000000-00.0000.000.0000,748,5555,4185,1,PP,756375518689032,2,395616482,Joana dos Santos,Roberta Barbosa,1969-12-31,24696052690
1531,76984400988,1012022,2022,1,173.19,1,5022024,31122024,0000000-00.0000.000.0000,1531,5555,25012,1,PP,609338862281372,3,396495379,Victor Czarnobay,Josefa Pereira,1970-01-01,39565194505
146,273185560960,1012022,2022,1,924.14,1,5022024,31122024,0000000-00.0000.000.0000,146,9999,41637,9,CC,212142026416739,2,426162126,Maria da Silva,Roberta Barbosa,1970-01-01,7818242882
4905,957590513992,1012022,2022,1,269.44,9,5022024,31122024,0000000-00.0000.000.0000,4905,5555,65834,3,CC,976394101168530,3,444895201,Josefa Pereira,Josefa Pereira,1969-12-31,85794810520
8341,856395151109,1012022,2022,1,282.18,7,5022024,31122024,0000000-00.0000.000.0000,8341,5555,83335,5,PP,332017885088880,3,449096850,Maria da Silva,Maria da Silva,1970-01-01,30737136813
5817,346512784793,1012022,2022,1,1148.01,5,5022024,31122024,0000000-00.0000.000.0000,5817,9999,57809,1,PP,680294407463352,1,461978651,Alan Barbosa,Roberta Barbosa,1970-01-01,48970910382
351,977358693021,1012022,2022,1,1000.56,9,5022024,31122024,0000000-00.0000.000.0000,351,9999,80562,3,CC,716957802001876,3,478134394,Cristiano Ronaldo,Josefa Pereira,1969-12-31,22591109217
9342,42362227285,1012022,2022,1,652.75,5,5022024,31122024,0000000-00.0000.000.0000,9342,0,80542,0,CD,44703087162016,2,483638556,Carlos Fabrício,Josefa Pereira,1970-01-01,85864742364
8436,887046244886,1012022,2022,1,457.00,7,5022024,31122024,0000000-00.0000.000.0000,8436,0,88503,6,CC,425182959370011,1,486052293,Pedro Monteiro,Josefa Pereira,1970-01-01,46323991976
3669,367504185673,1012022,2022,1,192.97,1,5022024,31122024,0000000-00.0000.000.0000,3669,9999,76328,8,CC,231027704631637,3,490186062,Roberta Barbosa,Maria da Silva,1970-01-01,4776911824
2110,356459069371,1012022,2022,1,1080.92,7,5022024,31122024,0000000-00.0000.000.0000,2110,9999,50048,3,PP,112567200381682,1,498408413,Josefa Pereira,Roberta Barbosa,1969-12-31,49350213374
1056,577101546380,1012022,2022,1,76.30,9,5022024,31122024,0000000-00.0000.000.0000,1056,5555,21754,9,PP,930082734392405,2,504879381,Roberta Barbosa,Maria da Silva,1970-01-01,17180552284
7376,429341093263,1012022,2022,1,448.88,1,5022024,31122024,0000000-00.0000.000.0000,7376,0,58508,0,CD,888635816059474,2,515203974,Pedro Monteiro,Josefa Pereira,1970-01-01,97183486768
4348,896873948090,1012022,2022,1,340.75,5,5022024,31122024,0000000-00.0000.000.0000,4348,9999,79968,2,CD,827584519600200,3,524832926,Victor Czarnobay,Josefa Pereira,1970-01-01,92054892398
3062,414588586114,1012022,2022,1,94.11,7,5022024,31122024,0000000-00.0000.000.0000,3062,0,78185,9,PP,975443422477600,2,540617463,Carlos Fabrício,Josefa Pereira,1970-01-01,16795607770
7661,989355046514,1012022,2022,1,1082.19,6,5022024,31122024,0000000-00.0000.000.0000,7661,9999,49356,2,CC,745310783588988,3,541118849,Josefa Pereira,Roberta Barbosa,1969-12-31,60656882215
4912,42100280932,1012022,2022,1,1000.07,6,5022024,31122024,0000000-00.0000.000.0000,4912,9999,23145,8,CC,715285317186941,2,543411736,Roberta Barbosa,Roberta Barbosa,1970-01-01,67588686751
3182,708391657263,1012022,2022,1,318.10,8,5022024,31122024,0000000-00.0000.000.0000,3182,5555,39807,3,CD,680351961601594,2,544073778,Alan Barbosa,Maria da Silva,1970-01-01,25568993977
8514,473732109966,1012022,2022,1,532.30,12,5022024,31122024,0000000-00.0000.000.0000,8514,9999,48138,5,CD,915738419230307,2,550901032,Carlos Fabrício,Roberta Barbosa,1969-12-31,20928752330
5680,680129761402,1012022,2022,1,576.65,9,5022024,31122024,0000000-00.0000.000.0000,5680,9999,1349,7,PP,639724873066563,1,555830372,Maria da Silva,Josefa Pereira,1970-01-01,14896099619
7287,982744782630,1012022,2022,1,146.62,5,5022024,31122024,0000000-00.0000.000.0000,7287,0,2776,5,CC,412383491477882,3,568020620,Carlos Fabrício,Josefa Pereira,1969-12-31,23008603490
7112,51908611463,1012022,2022,1,1005.22,9,5022024,31122024,0000000-00.0000.000.0000,7112,9999,28732,3,CC,597190468521887,3,568453331,Cristiano Ronaldo,Roberta Barbosa,1970-01-01,86652454283
3893,860222330612,1012022,2022,1,41.44,1,5022024,31122024,0000000-00.0000.000.0000,3893,9999,3406,1,CC,672649952188957,2,572496242,Carlos Fabrício,Maria da Silva,1970-01-01,80709256908
2245,456832008895,1012022,2022,1,102.54,1,5022024,31122024,0000000-00.0000.000.0000,2245,0,81834,8,CD,152617597720471,1,576187951,Victor Czarnobay,Roberta Barbosa,1969-12-31,15271586023
1441,827997837727,1012022,2022,1,1254.48,10,5022024,31122024,0000000-00.0000.000.0000,1441,0,9810,9,CD,915206856598360,2,582501274,Josefa Pereira,Roberta Barbosa,1970-01-01,95649428312
9826,473041820509,1012022,2022,1,413.48,3,5022024,31122024,0000000-00.0000.000.0000,9826,9999,73468,7,CC,236398183701675,1,606916126,Maria da Silva,Roberta Barbosa,1970-01-01,75176069998
4973,734530793594,1012022,2022,1,442.21,10,5022024,31122024,0000000-00.0000.000.0000,4973,0,15160,4,PP,911325538390833,2,626037339,Joana dos Santos,Maria da Silva,1970-01-01,24975479022
6598,862475435105,1012022,2022,1,270.87,3,5022024,31122024,0000000-00.0000.000.0000,6598,0,98892,0,CD,226893953171631,3,631868360,Josefa Pereira,Joana dos Santos,1970-01-01,94051897683
7579,996583995761,1012022,2022,1,1172.40,5,5022024,31122024,0000000-00.0000.000.0000,7579,0,22657,2,PP,586634950362014,3,633500473,Alan Barbosa,Joana dos Santos,1969-12-31,20173267539
3579,436416137615,1012022,2022,1,1240.15,9,5022024,31122024,0000000-00.0000.000.0000,3579,0,87792,2,CD,369863722060910,2,643410529,Cristiano Ronaldo,Joana dos Santos,1970-01-01,86495094288
6143,655528872852,1012022,2022,1,962.55,5,5022024,31122024,0000000-00.0000.000.0000,6143,5555,64250,5,CD,627703909499493,2,659338473,Cristiano Ronaldo,Roberta Barbosa,1969-12-31,3146587680
8929,72094324520,1012022,2022,1,616.91,6,5022024,31122024,0000000-00.0000.000.0000,8929,0,88638,4,CC,770085763182694,2,661233135,Roberta Barbosa,Maria da Silva,1970-01-01,14091654671
6623,516634169233,1012022,2022,1,947.94,9,5022024,31122024,0000000-00.0000.000.0000,6623,0,9494,7,PP,9506347043840,1,665323055,Maria da Silva,Roberta Barbosa,1969-12-31,37970663504
6302,364797410313,1012022,2022,1,1203.57,1,5022024,31122024,0000000-00.0000.000.0000,6302,9999,60989,4,CD,558677941885801,1,669151225,Alan Barbosa,Maria da Silva,1969-12-31,13445075998
6047,449532051276,1012022,2022,1,1311.41,5,5022024,31122024,0000000-00.0000.000.0000,6047,0,30891,5,PP,656627220057597,1,703705950,Roberta Barbosa,Joana dos Santos,1969-12-31,21688872258
6702,560366811237,1012022,2022,1,1101.42,10,5022024,31122024,0000000-00.0000.000.0000,6702,5555,85297,7,CC,363376819502194,3,715423435,Carlos Fabrício,Roberta Barbosa,1969-12-31,43864219205
4433,612232448625,1012022,2022,1,30.96,5,5022024,31122024,0000000-00.0000.000.0000,4433,0,24422,0,CC,175982250772302,1,717221051,Pedro Monteiro,Joana dos Santos,1970-01-01,99937636377
7975,741481372323,1012022,2022,1,1113.33,7,5022024,31122024,0000000-00.0000.000.0000,7975,5555,79562,7,CD,812145890790962,1,718796351,Roberta Barbosa,Joana dos Santos,1970-01-01,66516077069
7365,977294870390,1012022,2022,1,150.67,7,5022024,31122024,0000000-00.0000.000.0000,7365,5555,95363,0,CD,854353724026079,2,751171646,Carlos Fabrício,Joana dos Santos,1970-01-01,11321521411
9818,328412806616,1012022,2022,1,252.84,12,5022024,31122024,0000000-00.0000.000.0000,9818,0,92569,2,CC,630957674995494,3,783690198,Cristiano Ronaldo,Josefa Pereira,1970-01-01,78266695979
1659,306104075833,1012022,2022,1,441.08,2,5022024,31122024,0000000-00.0000.000.0000,1659,5555,76716,1,CC,913357750146482,3,822538264,Pedro Monteiro,Joana dos Santos,1970-01-01,44559889146
8047,282892214484,1012022,2022,1,718.46,5,5022024,31122024,0000000-00.0000.000.0000,8047,0,79058,6,CC,600986447366719,3,837371420,Roberta Barbosa,Roberta Barbosa,1969-12-31,66716278026
5049,914250213121,1012022,2022,1,852.26,4,5022024,31122024,0000000-00.0000.000.0000,5049,9999,93813,8,CD,472856762940783,2,841605657,Maria da Silva,Maria da Silva,1969-12-31,35099438158
5406,177055076623,1012022,2022,1,1155.05,4,5022024,31122024,0000000-00.0000.000.0000,5406,0,95677,8,CC,999362336477109,1,859495077,Victor Czarnobay,Maria da Silva,1970-01-01,13807967096
5181,373888853146,1012022,2022,1,515.16,1,5022024,31122024,0000000-00.0000.000.0000,5181,9999,29303,7,PP,709295682301745,2,861210538,Victor Czarnobay,Joana dos Santos,1970-01-01,23000491440
1993,878441163006,1012022,2022,1,1003.71,4,5022024,31122024,0000000-00.0000.000.0000,1993,0,98384,2,PP,182292842361029,1,862504712,Alan Barbosa,Joana dos Santos,1969-12-31,20615465308
9947,960297235476,1012022,2022,1,791.78,9,5022024,31122024,0000000-00.0000.000.0000,9947,0,31800,0,CC,815589073980994,3,879489250,Pedro Monteiro,Maria da Silva,1970-01-01,34428246539
7845,89502328529,1012022,2022,1,144.21,1,5022024,31122024,0000000-00.0000.000.0000,7845,5555,47947,2,CC,708392813732899,1,880798910,Victor Czarnobay,Maria da Silva,1969-12-31,68186770453
2638,919361133924,1012022,2022,1,155.87,4,5022024,31122024,0000000-00.0000.000.0000,2638,9999,84861,5,CD,99436449797328,2,893185380,Cristiano Ronaldo,Roberta Barbosa,1969-12-31,26459201588
1028,720413624510,1012022,2022,1,1122.95,8,5022024,31122024,0000000-00.0000.000.0000,1028,5555,77443,5,CD,608532014394693,1,907270483,Josefa Pereira,Maria da Silva,1970-01-01,80261040616
2654,355940011460,1012022,2022,1,733.80,12,5022024,31122024,0000000-00.0000.000.0000,2654,9999,57979,8,CC,365425537102504,3,908932140,Maria da Silva,Joana dos Santos,1969-12-31,68219486088
7797,671710677693,1012022,2022,1,1008.43,1,5022024,31122024,0000000-00.0000.000.0000,7797,0,30629,8,CD,699267990112628,1,918468973,Josefa Pereira,Maria da Silva,1970-01-01,49716359977
6876,130385990883,1012022,2022,1,517.41,1,5022024,31122024,0000000-00.0000.000.0000,6876,5555,271,4,PP,927615555951006,3,918862916,Joana dos Santos,Roberta Barbosa,1970-01-01,24103210983
3621,813095047933,1012022,2022,1,1246.66,6,5022024,31122024,0000000-00.0000.000.0000,3621,0,79528,1,CC,14200192884176,1,921624989,Alan Barbosa,Maria da Silva,1970-01-01,34261119233
8290,691834013928,1012022,2022,1,19.67,12,5022024,31122024,0000000-00.0000.000.0000,8290,0,93102,8,CD,545658647636151,1,927829472,Joana dos Santos,Maria da Silva,1969-12-31,50933364553
7143,130557949765,1012022,2022,1,187.21,6,5022024,31122024,0000000-00.0000.000.0000,7143,9999,66570,9,PP,614548635507808,1,943964576,Roberta Barbosa,Roberta Barbosa,1970-01-01,26158715076
4529,537562298793,1012022,2022,1,764.80,5,5022024,31122024,0000000-00.0000.000.0000,4529,9999,70325,6,PP,255137377892434,3,964617790,Cristiano Ronaldo,Josefa Pereira,1970-01-01,51111661115
7735,887296688100,1012022,2022,1,661.48,7,5022024,31122024,0000000-00.0000.000.0000,7735,5555,34349,7,CD,172943293942882,3,1009561034,Victor Czarnobay,Roberta Barbosa,1970-01-01,13436293178
2451,587351964695,1012022,2022,1,128.70,3,5022024,31122024,0000000-00.0000.000.0000,2451,5555,29281,9,CC,455348841119384,3,1016506534,Victor Czarnobay,Josefa Pereira,1969-12-31,48890709581
3305,193625684845,1012022,2022,1,1289.45,11,5022024,31122024,0000000-00.0000.000.0000,3305,5555,35177,8,CD,811330324362413,3,1018256889,Josefa Pereira,Maria da Silva,1969-12-31,64951199539
970,92296973271,1012022,2022,1,16.26,10,5022024,31122024,0000000-00.0000.000.0000,970,5555,33559,1,CD,85421771466922,2,1023883380,Alan Barbosa,Roberta Barbosa,1970-01-01,54571384195
8652,330593505814,1012022,2022,1,739.49,1,5022024,31122024,0000000-00.0000.000.0000,8652,9999,48137,8,PP,997066096076692,2,1037607758,Carlos Fabrício,Roberta Barbosa,1969-12-31,38257122711
9477,356556780453,1012022,2022,1,680.69,2,5022024,31122024,0000000-00.0000.000.0000,9477,9999,45946,7,CD,342330128949138,2,1040691571,Maria da Silva,Josefa Pereira,1970-01-01,29594228430
6520,869710715430,1012022,2022,1,281.71,8,5022024,31122024,0000000-00.0000.000.0000,6520,0,30600,7,CC,653019660736284,2,1066915131,Maria da Silva,Josefa Pereira,1970-01-01,44381547691
7258,124899916565,1012022,2022,1,530.68,11,5022024,31122024,0000000-00.0000.000.0000,7258,0,94419,1,CD,815516863226396,1,1077621927,Cristiano Ronaldo,Maria da Silva,1970-01-01,78245382945
3902,462887097242,1012022,2022,1,40.90,2,5022024,31122024,0000000-00.0000.000.0000,3902,9999,79239,9,CD,787350877840801,3,1104430372,Pedro Monteiro,Roberta Barbosa,1970-01-01,17101676193
9921,644012946971,1012022,2022,1,42.14,3,5022024,31122024,0000000-00.0000.000.0000,9921,0,93979,7,PP,833461073609525,3,1104643299,Pedro Monteiro,Roberta Barbosa,1970-01-01,33835892541
7979,246541126765,1012022,2022,1,1281.78,11,5022024,31122024,0000000-00.0000.000.0000,7979,5555,92563,4,CC,273146111152485,1,1115031205,Josefa Pereira,Maria da Silva,1970-01-01,12588149147
1371,365700795602,1012022,2022,1,830.72,11,5022024,31122024,0000000-00.0000.000.0000,1371,5555,80755,5,CC,389662057535708,1,1115355131,Joana dos Santos,Joana dos Santos,1970-01-01,55189232934
6942,557110596839,1012022,2022,1,671.40,6,5022024,31122024,0000000-00.0000.000.0000,6942,0,95582,9,PP,461054636897309,1,1127647029,Cristiano Ronaldo,Joana dos Santos,1970-01-01,27265049457
9143,271431527603,1012022,2022,1,678.44,9,5022024,31122024,0000000-00.0000.000.0000,9143,9999,65655,3,CD,862869498715729,3,1130552960,Josefa Pereira,Roberta Barbosa,1970-01-01,93941349635
5231,426107943621,1012022,2022,1,837.65,9,5022024,31122024,0000000-00.0000.000.0000,5231,5555,18192,5,CC,203139141192182,2,1156271830,Pedro Monteiro,Roberta Barbosa,1970-01-01,83517468578
2500,863079598073,1012022,2022,1,898.37,5,5022024,31122024,0000000-00.0000.000.0000,2500,5555,34945,7,CD,356558000845065,1,1167726039,Carlos Fabrício,Josefa Pereira,1969-12-31,67290363760
3558,54919528951,1012022,2022,1,170.95,6,5022024,31122024,0000000-00.0000.000.0000,3558,0,59610,4,CC,871655829586934,3,1183691498,Cristiano Ronaldo,Roberta Barbosa,1970-01-01,81457023432
9184,713076165660,1012022,2022,1,985.44,2,5022024,31122024,0000000-00.0000.000.0000,9184,5555,79061,5,CC,522397460535122,1,1189425768,Cristiano Ronaldo,Joana dos Santos,1970-01-01,61040227122
5076,995649022134,1012022,2022,1,1072.00,6,5022024,31122024,0000000-00.0000.000.0000,5076,9999,25745,2,PP,811895701794393,1,1196899842,Roberta Barbosa,Josefa Pereira,1970-01-01,69908096698
4040,455840607830,1012022,2022,1,568.73,3,5022024,31122024,0000000-00.0000.000.0000,4040,0,11856,6,PP,352265966310483,1,1200924471,Roberta Barbosa,Roberta Barbosa,1969-12-31,48337190567
8787,830288165887,1012022,2022,1,30.08,4,5022024,31122024,0000000-00.0000.000.0000,8787,0,21524,6,PP,646905867149956,2,1219041301,Alan Barbosa,Roberta Barbosa,1970-01-01,1012460415
5150,984102162350,1012022,2022,1,893.15,6,5022024,31122024,0000000-00.0000.000.0000,5150,0,97647,0,CC,74853530944191,1,1227588175,Carlos Fabrício,Josefa Pereira,1970-01-01,47425167361
2351,571770297281,1012022,2022,1,476.52,9,5022024,31122024,0000000-00.0000.000.0000,2351,9999,66086,0,CC,534772773924062,2,1239764005,Alan Barbosa,Josefa Pereira,1970-01-01,49451413561
7458,98911515154,1012022,2022,1,1196.47,8,5022024,31122024,0000000-00.0000.000.0000,7458,0,40292,4,CD,368848622922947,3,1249962496,Roberta Barbosa,Joana dos Santos,1969-12-31,71095034460
2033,980898184275,1012022,2022,1,11.22,9,5022024,31122024,0000000-00.0000.000.0000,2033,9999,33694,2,CD,441828387577570,2,1252671106,Cristiano Ronaldo,Roberta Barbosa,1970-01-01,7645554475
4370,498418030831,1012022,2022,1,1026.95,10,5022024,31122024,0000000-00.0000.000.0000,4370,0,25531,6,CD,986446074925356,2,1262965308,Alan Barbosa,Maria da Silva,1969-12-31,35093402291
1306,107523001519,1012022,2022,1,23.13,8,5022024,31122024,0000000-00.0000.000.0000,1306,5555,86763,7,PP,181716439621390,1,1265628478,Victor Czarnobay,Josefa Pereira,1970-01-01,36998519527
9273,396728661238,1012022,2022,1,1074.73,2,5022024,31122024,0000000-00.0000.000.0000,9273,0,81912,0,PP,21677508681078,3,1276259446,Pedro Monteiro,Roberta Barbosa,1970-01-01,1566362136
7528,132472659054,1012022,2022,1,313.19,6,5022024,31122024,0000000-00.0000.000.0000,7528,5555,9185,1,CC,443481623734878,3,1282933136,Josefa Pereira,Josefa Pereira,1969-12-31,52827212051
7538,714298099626,1012022,2022,1,740.54,2,5022024,31122024,0000000-00.0000.000.0000,7538,0,31894,2,CC,222899892004276,3,1291392792,Victor Czarnobay,Joana dos Santos,1969-12-31,52886800642
9789,511436840542,1012022,2022,1,1063.79,7,5022024,31122024,0000000-00.0000.000.0000,9789,0,56096,5,CC,892746025268974,2,1325182843,Alan Barbosa,Maria da Silva,1969-12-31,43777586807
6174,126132880114,1012022,2022,1,629.99,8,5022024,31122024,0000000-00.0000.000.0000,6174,5555,52167,1,CC,316592556618434,1,1371516912,Alan Barbosa,Joana dos Santos,1970-01-01,33152129574
8892,48834151872,1012022,2022,1,472.62,8,5022024,31122024,0000000-00.0000.000.0000,8892,9999,25206,2,CC,627087706773212,3,1387919812,Maria da Silva,Roberta Barbosa,1970-01-01,30640419215
5104,410161177806,1012022,2022,1,375.75,2,5022024,31122024,0000000-00.0000.000.0000,5104,5555,66975,1,CD,42015646908635,1,1388039402,Josefa Pereira,Josefa Pereira,1970-01-01,66699666760
8006,669375494562,1012022,2022,1,1217.70,8,5022024,31122024,0000000-00.0000.000.0000,8006,5555,36767,4,CD,363324215893268,1,1416119125,Alan Barbosa,Roberta Barbosa,1970-01-01,92212644332
2621,514144321786,1012022,2022,1,1102.61,5,5022024,31122024,0000000-00.0000.000.0000,2621,9999,95821,3,CC,394860713127174,2,1432443541,Pedro Monteiro,Josefa Pereira,1970-01-01,29099571401
7711,194011863915,1012022,2022,1,1127.82,2,5022024,31122024,0000000-00.0000.000.0000,7711,9999,66422,1,CD,318646901975351,2,1443023443,Alan Barbosa,Roberta Barbosa,1969-12-31,63111380418
5131,685401539088,1012022,2022,1,1261.25,7,5022024,31122024,0000000-00.0000.000.0000,5131,5555,39853,5,CD,769827829902993,2,1445771360,Josefa Pereira,Joana dos Santos,1970-01-01,33527619778
2367,117649246609,1012022,2022,1,159.08,11,5022024,31122024,0000000-00.0000.000.0000,2367,9999,15667,0,PP,368214582663305,1,1449423542,Alan Barbosa,Maria da Silva,1969-12-31,64617096902
9187,329534706413,1012022,2022,1,677.71,9,5022024,31122024,0000000-00.0000.000.0000,9187,9999,99790,2,CD,59043405762519,1,1452788093,Victor Czarnobay,Josefa Pereira,1970-01-01,19610623576
2396,395511912803,1012022,2022,1,581.64,5,5022024,31122024,0000000-00.0000.000.0000,2396,5555,29151,8,PP,637580245084638,2,1457550422,Pedro Monteiro,Roberta Barbosa,1970-01-01,53456372640
8862,89212472559,1012022,2022,1,321.08,9,5022024,31122024,0000000-00.0000.000.0000,8862,9999,10255,3,CC,3175757572756,3,1459330827,Cristiano Ronaldo,Maria da Silva,1970-01-01,65836862743
8820,785091070065,1012022,2022,1,1117.38,5,5022024,31122024,0000000-00.0000.000.0000,8820,5555,87133,1,CC,461523985653634,2,1478428459,Alan Barbosa,Roberta Barbosa,1970-01-01,93608505992
6029,838238471952,1012022,2022,1,1151.43,11,5022024,31122024,0000000-00.0000.000.0000,6029,0,74529,7,CC,864372588703506,1,1483885572,Joana dos Santos,Maria da Silva,1970-01-01,91352256614
1510,137612170305,1012022,2022,1,420.34,10,5022024,31122024,0000000-00.0000.000.0000,1510,0,18330,0,CC,974188835127582,3,1509620152,Joana dos Santos,Maria da Silva,1970-01-01,87400355176
9277,500762052084,1012022,2022,1,418.50,8,5022024,31122024,0000000-00.0000.000.0000,9277,5555,72258,1,CC,629872932800566,1,1526622152,Victor Czarnobay,Josefa Pereira,1970-01-01,97480646402
7679,407682559392,1012022,2022,1,872.48,2,5022024,31122024,0000000-00.0000.000.0000,7679,5555,66175,5,CD,921675729873892,2,1540091236,Pedro Monteiro,Josefa Pereira,1970-01-01,87682175203
367,218103867037,1012022,2022,1,1035.01,11,5022024,31122024,0000000-00.0000.000.0000,367,9999,46384,7,PP,812330768378976,3,1542824630,Joana dos Santos,Josefa Pereira,1970-01-01,26431402923
1605,830539819997,1012022,2022,1,948.02,11,5022024,31122024,0000000-00.0000.000.0000,1605,0,29559,5,PP,262664932703932,2,1554196373,Josefa Pereira,Josefa Pereira,1970-01-01,78147987764
1480,625602616008,1012022,2022,1,56.77,4,5022024,31122024,0000000-00.0000.000.0000,1480,0,14435,0,PP,833196333174195,2,1560889432,Cristiano Ronaldo,Roberta Barbosa,1969-12-31,24690978866
